Machine_ID,Temperature,Run_Time,Downtime_Flag
Machine_5,118.37,1.06,0
Machine_34,107.62,8.2,0
Machine_6,86.57,15.19,1
Machine_2,58.63,1.66,0
Machine_13,110.16,0.14,0
Machine_43,105.98,22.49,0
Machine_43,62.92,19.73,1
Machine_48,70.67,19.42,0
Machine_11,105.54,21.23,1
Machine_47,62.97,16.8,0
Machine_23,114.24,2.51,0
Machine_16,79.72,9.58,1
Machine_31,56.09,17.36,0
Machine_11,107.1,6.73,0
Machine_16,76.15,16.5,1
Machine_8,86.85,0.59,0
Machine_4,57.86,7.35,0
Machine_40,50.18,13.18,0
Machine_4,94.66,15.17,0
Machine_25,86.06,13.85,0
Machine_3,91.55,16.75,0
Machine_32,105.56,0.15,0
Machine_3,95.26,2.42,0
Machine_27,62.23,20.85,0
Machine_29,75.25,16.36,1
Machine_32,113.41,2.71,0
Machine_50,103.9,20.21,1
Machine_19,88.96,5.81,0
Machine_21,67.9,11.48,0
Machine_5,71.14,3.48,0
Machine_18,101.24,17.04,0
Machine_28,109.58,16.0,0
Machine_42,97.0,5.07,0
Machine_22,106.67,20.72,0
Machine_21,103.67,9.63,1
Machine_6,60.48,7.02,0
Machine_1,79.68,3.66,0
Machine_5,60.71,6.39,0
Machine_41,66.47,0.53,0
Machine_12,110.85,14.0,0
Machine_26,83.1,20.21,0
Machine_46,87.48,13.18,1
Machine_34,62.49,5.26,0
Machine_49,71.86,0.81,0
Machine_14,66.12,5.15,0
Machine_26,64.43,9.99,0
Machine_45,94.66,18.23,0
Machine_27,67.98,4.51,0
Machine_9,94.24,17.27,0
Machine_26,54.09,20.81,0
Machine_47,59.92,10.89,0
Machine_22,69.22,19.71,0
Machine_47,91.79,13.31,0
Machine_30,97.31,15.29,0
Machine_43,80.99,12.63,0
Machine_48,81.21,11.12,1
Machine_17,100.72,5.63,1
Machine_26,51.11,7.28,1
Machine_36,73.88,6.96,0
Machine_1,107.31,13.52,0
Machine_8,92.23,2.88,0
Machine_49,73.61,22.0,1
Machine_35,113.39,17.3,0
Machine_15,104.08,9.63,1
Machine_47,68.54,3.81,1
Machine_22,95.17,21.17,0
Machine_14,91.7,19.77,0
Machine_26,78.08,17.32,0
Machine_28,75.69,6.52,1
Machine_23,74.05,9.66,0
Machine_14,93.2,2.47,1
Machine_24,80.97,4.54,0
Machine_2,108.23,18.79,0
Machine_45,96.87,17.16,1
Machine_26,54.9,14.24,0
Machine_14,94.81,21.5,0
Machine_7,68.98,14.0,0
Machine_3,91.5,11.21,0
Machine_47,97.61,8.17,0
Machine_23,66.16,22.57,0
Machine_46,81.98,1.99,1
Machine_43,63.32,22.34,1
Machine_47,53.66,19.84,0
Machine_45,76.49,3.12,0
Machine_18,75.41,13.56,0
Machine_38,119.68,20.8,0
Machine_35,81.24,13.72,1
Machine_15,73.35,21.77,0
Machine_25,90.63,22.63,0
Machine_37,56.21,10.14,0
Machine_28,117.32,9.06,0
Machine_10,94.45,22.47,0
Machine_39,102.84,16.2,0
Machine_17,61.93,2.78,0
Machine_39,78.66,1.02,0
Machine_22,79.59,13.55,0
Machine_26,107.53,22.32,0
Machine_44,50.09,20.26,0
Machine_25,71.06,16.22,0
Machine_17,118.69,3.34,0
Machine_13,83.24,6.1,0
Machine_20,76.78,21.01,0
Machine_25,58.39,4.39,0
Machine_4,118.19,6.68,1
Machine_10,51.4,3.11,1
Machine_3,101.6,16.23,0
Machine_41,103.8,22.66,1
Machine_45,67.06,6.46,0
Machine_18,97.01,11.41,0
Machine_47,56.51,15.22,0
Machine_36,67.99,23.99,0
Machine_47,105.15,2.52,0
Machine_22,110.53,11.97,0
Machine_34,92.59,9.24,0
Machine_47,85.48,20.78,0
Machine_8,61.15,11.42,0
Machine_40,54.42,2.66,1
Machine_49,58.24,15.23,0
Machine_44,65.92,18.5,0
Machine_19,73.92,0.07,0
Machine_42,76.66,20.61,0
Machine_41,74.24,4.46,0
Machine_37,66.73,13.25,0
Machine_6,85.68,9.98,0
Machine_26,107.77,17.27,0
Machine_34,69.58,8.91,0
Machine_45,115.97,20.87,0
Machine_6,111.13,17.53,0
Machine_37,61.32,15.55,0
